Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,0.107013464,0.067008495,0.067182719
100,1.571199417,1.459685564,0.083882879
200,2.981378794,2.821859598,0.080597013
300,4.407059669,4.191034079,0.080613882
400,5.873745918,5.589711666,0.078889358
500,7.459947109,7.127406836,0.079495612
600,8.900630236,8.489578724,0.079533279
700,10.3148098,9.842249632,0.080217096
800,11.78199625,11.24892688,0.080371301
900,13.17017245,12.59209681,0.080083998
1000,14.59985399,13.94577003,0.079965912
1100,16.01453352,15.29193974,0.080207999
1200,17.50972366,16.70961881,0.079813246
1300,18.91340184,18.0632894,0.079195399
1400,20.35608482,19.41796112,0.079602649
1500,21.7827661,20.75263047,0.079528952
1600,23.30295897,22.16780877,0.079581755
1700,24.73164058,23.53348303,0.079369065
1800,26.14481997,24.86415315,0.079689246
1900,27.6330092,26.23832679,0.079501595
2000,29.26621628,27.7990253,0.079493887
4000,57.16375899,55.19500923,0.079813077
6000,85.28432989,82.80551934,0.08025812
8000,114.7995777,111.7341869,0.080277012
10000,143.8212631,140.2518146,0.080508384
12000,171.7058039,167.5992932,0.080405279
14000,199.7928705,195.1677966,0.080460523
16000,227.6479075,222.52177,0.080433642
18000,255.590956,249.9842649,0.080233973
20000,283.3764844,277.2932329,0.080300939
22000,311.2720265,304.7002172,0.080217535
24000,339.1985726,332.1211998,0.080256293
26000,367.3526478,359.7897122,0.080186564
28000,395.3742061,387.3322194,0.08009974
30000,423.509779,414.9837356,0.080158419
32000,451.7553658,442.7387533,0.080103591
34000,479.6079023,470.0897312,0.080072757
36000,507.4344361,497.4242058,0.08010334
38000,535.2089629,524.7456787,0.080068985
40000,563.4545498,552.4301963,0.080100735
42000,591.4251015,579.862675,0.080192088
44000,619.3906527,607.3236673,0.080150757
46000,647.2796941,634.7251465,0.080154189
48000,675.2557468,662.1951361,0.08020071
50000,703.1747918,689.618618,0.080217317
