Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,0.094011784,0.072509289,0.074537601
100,1.507191181,1.422681332,0.072903257
200,2.934372425,2.784853458,0.073549509
300,4.38755703,4.172029972,0.072970079
400,5.853743315,5.591710806,0.073047902
500,7.246920109,6.936881542,0.073050067
600,8.685102701,8.297054768,0.072761801
700,10.08528066,9.640225172,0.07260266
800,11.58297086,11.05690408,0.072607812
900,13.20167637,12.61160135,0.072650274
1000,14.63185787,13.98827529,0.072626676
1100,16.02903533,15.33594561,0.07256408
1200,17.51972461,16.75212455,0.072536979
1300,18.91840219,18.10229611,0.07257938
1400,20.3295815,19.44596624,0.072525472
1500,21.76676393,20.80363894,0.072540376
1600,23.23395038,22.20981765,0.072485262
1700,24.62362671,23.55148911,0.072612998
1800,26.0618093,24.90966034,0.072614045
1900,27.48749042,26.27183175,0.072712853
2000,28.95917726,27.68301058,0.072660976
4000,57.09825039,55.29901958,0.072589964
6000,85.28682995,82.95202708,0.072587479
8000,113.4169021,110.5280175,0.072501045
10000,141.5344727,138.073009,0.072565076
12000,169.5525303,165.5150011,0.07252713
14000,197.5710883,192.9599881,0.07256664
16000,225.3526161,220.1744452,0.072511239
18000,253.317167,247.6259348,0.072575724
20000,281.4867442,275.2689407,0.072580442
22000,309.4542956,302.7284315,0.072604823
24000,337.6718788,330.417448,0.072621919
26000,365.5384173,357.7704234,0.072642319
28000,394.0255349,385.7284725,0.072633619
30000,421.881072,413.0304389,0.0726207
32000,450.1366601,440.7639701,0.072636108
34000,478.1602185,468.2929733,0.072656643
36000,506.3177941,495.9094715,0.072664206
38000,534.8814211,523.9420383,0.072676884
40000,562.8639746,551.411026,0.072671156
42000,591.3225882,579.2820683,0.072635497
44000,619.2681372,606.701056,0.072628118
46000,647.3772063,634.280555,0.07261812
48000,675.3372569,661.6955302,0.072603834
50000,703.4908321,689.3395445,0.072598571
