Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,0.117515087,0.068508625,0.050917545
100,1.544696331,1.433181763,0.074533199
200,2.980878592,2.820857525,0.075979616
300,4.415060759,4.216033936,0.074168109
400,5.889247894,5.650715351,0.075733051
500,7.34743309,7.024889946,0.075367283
600,8.770113945,8.406566381,0.075562923
700,10.18979383,9.787241936,0.075396075
800,11.66648149,11.22492576,0.076115186
900,13.13266778,12.61010194,0.076220985
1000,14.56734991,14.00177908,0.076592943
1100,15.99253082,15.38895583,0.07658969
1200,17.46471786,16.81963658,0.076638849
1300,18.9394052,18.21081281,0.077109079
1400,20.35708499,19.58198738,0.07716819
1500,21.77976584,20.95966315,0.077118195
1600,23.25445294,22.39284348,0.077022233
1700,24.75064301,23.8040235,0.076906565
1800,26.18532515,25.19819999,0.076913228
1900,27.61650705,26.5853765,0.076854834
2000,29.1021955,28.02556062,0.07664313
4000,57.52880526,55.92510653,0.076910079
6000,86.08343124,83.91516566,0.076768496
8000,114.4835377,111.8002102,0.076641904
10000,142.8296373,139.6407449,0.076789134
12000,171.1312311,167.4267738,0.076633226
14000,199.6168482,195.3768277,0.076625477
16000,227.943445,223.1458545,0.076567889
18000,256.4500649,251.1304042,0.076710477
20000,284.7711613,278.9269378,0.076616145
22000,313.3122857,306.9689991,0.076561092
24000,341.8974154,335.0595672,0.07660399
26000,370.5075486,363.122633,0.076701521
28000,398.8621492,390.9226649,0.076614906
30000,427.2412529,418.8057041,0.076596479
32000,455.654861,446.6547418,0.076613158
34000,484.1334772,474.6057887,0.0766409
36000,512.4485726,502.3433139,0.076701649
38000,540.8921847,530.219851,0.076696466
40000,569.1662748,557.9513738,0.076674387
42000,597.3133492,585.5978808,0.076636398
44000,625.6549482,613.4354155,0.076671837
46000,653.9120364,641.1624382,0.076685679
48000,682.3101425,669.0419762,0.076700323
50000,710.6127365,696.8170047,0.076715241
